"","ID","Gene","GB_ACC","GeneDes"
"208780_x_at","208780_x_at","VAPA","AF154847","0004871 // signal transducer activity // inferred from mutant phenotype /// 0005198 // structural molecule activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0046982 // protein heterodimerization activity // inferred from physical interaction"
"208825_x_at","208825_x_at","RPL23A /// SNORD42A","U43701","0000166 // nucleotide binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0019843 // rRNA binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"208834_x_at","208834_x_at","RPL23A /// SNORD42A","BC001865","0000166 // nucleotide binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0019843 // rRNA binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"208845_at","208845_at","VDAC3","BC002456","0000166 // nucleotide binding // inferred from electronic annotation /// 0008308 // voltage-gated anion channel activity // traceable author statement /// 0015288 // porin activity // inferred from electronic annotation"
"208870_x_at","208870_x_at","ATP5C1","BC000931","0016887 // ATPase activity // inferred from direct assay /// 0016887 // ATPase activity // non-traceable author statement /// 0022857 // transmembrane transporter activity // inferred by curator /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046933 // proton-transporting ATP synthase activity, rotational mechanism // inferred from electronic annotation /// 0046961 // proton-transporting ATPase activity, rotational mechanism // inferred from electronic annotation"
"208904_s_at","208904_s_at","RPS28","BC000354","0003735 // structural constituent of ribosome // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"208905_at","208905_at","CYCS","BC005299","0004722 // protein serine/threonine phosphatase activity // traceable author statement /// 0005506 // iron ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0009055 // electron carrier activity // inferred from electronic annotation /// 0020037 // heme binding // traceable author statement /// 0045155 // electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"208908_s_at","208908_s_at","CAST","AF327443","0004866 // endopeptidase inhibitor activity // traceable author statement /// 0004869 // cysteine-type endopeptidase inhibitor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0010859 // calcium-dependent cysteine-type endopeptidase inhibitor activity // non-traceable author statement /// 0030414 // peptidase inhibitor activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"208956_x_at","208956_x_at","DUT","U62891","0004170 // dUTP diphosphatase activity // not recorded /// 0005515 // protein binding // inferred from physical interaction /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"208986_at","208986_at","TCF12","AL559478","0003677 // DNA binding // inferred from electronic annotation /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from physical interaction /// 0035326 // enhancer binding // inferred by curator /// 0043425 // bHLH transcription factor binding // inferred from physical interaction /// 0044212 // transcription regulatory region DNA binding // inferred from direct assay /// 0046332 // SMAD binding // inferred from physical interaction /// 0046982 // protein heterodimerization activity // inferred from electronic annotation /// 0046983 // protein dimerization activity // inferred from electronic annotation /// 0070888 // E-box binding // inferred from electronic annotation"
"209022_at","209022_at","STAG2","AK026678","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction"
"209063_x_at","209063_x_at","PAIP1","BF248165","0003677 // DNA binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008494 // translation activator activity // inferred from direct assay"
"209066_x_at","209066_x_at","UQCRB","M26700",""
"209076_s_at","209076_s_at","WDR45B","BC000974","0005515 // protein binding // inferred from electronic annotation /// 0032266 // phosphatidylinositol-3-phosphate binding // not recorded /// 0080025 // phosphatidylinositol-3,5-bisphosphate binding // not recorded"
"209080_x_at","209080_x_at","GLRX3","AF118652","0005080 // protein kinase C binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0009055 // electron carrier activity // inferred from electronic annotation /// 0015035 // protein disulfide oxidoreductase activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation /// 0051536 // iron-sulfur cluster binding // inferred from electronic annotation"
"209090_s_at","209090_s_at","SH3GLB1","AL049597","0005504 // fatty acid binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008289 // lipid binding // inferred from electronic annotation /// 0042171 // lysophosphatidic acid acyltransferase activity // inferred from electronic annotation /// 0042802 // identical protein binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // inferred from physical interaction"
"209115_at","209115_at","UBA3","AL117566","0000166 // nucleotide binding // inferred from electronic annotation /// 0003824 // catalytic activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0008641 // small protein activating enzyme activity // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0016881 // acid-amino acid ligase activity // inferred from electronic annotation /// 0016922 // ligand-dependent nuclear receptor binding // inferred from electronic annotation /// 0019781 // NEDD8 activating enzyme activity // not recorded /// 0046982 // protein heterodimerization activity // inferred from physical interaction"
